ID,Answer
511,《財富》2011年報導說，2010年韓國網速每秒流量為14百萬位元／秒，是全球平均網速的約7倍，而美國50個州中網速最快的德拉瓦州也只有韓國的一半水平
512,低稅賦
513,小選舉區制
514,東歐
515,抗議活動
516,自由放任
517,基因武器
518,四年
519,段祺瑞
520,湯瑪斯伊格頓
521,新店
522,1902年
523,蝸頂
524,戰後1950年代
525,2.80
526,小型雷達測距儀追蹤目標的距離，協助飛行員找到最佳射擊時機
527,2002年
528,氫硫酸
529,獨裁作風
530,學習維基媒體的頁面編輯工具被認為有挑戰性
531,黨費
532,生殖器官
533,經濟建設
534,《實業部組織法》
535,港式酒樓
536,愛國教育
537,帕吉勒提河
538,西南美麗的地方
539,天
540,開羅
541,1932年
542,林紹良
543,1955年
544,多倫多運輸局
545,公元前一世紀
546,白色浮標
547,1898年
548,老虎
549,狄拉克
550,唐代宗
551,健康寫實電影
552,雲台山
553,
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,23406人
558,1789年
559,兩個
560,永康方巖
561,1897年
562,金正恩
563,中華人民共和國的國家級預防腐敗專門機構，主要負責全國防腐敗工作的協調與策劃，制定反腐政策，檢查與指導社會企業、單位、團體的反腐工作同時負責預防腐敗的國際合作和國際援助
564,總兵官
565,《名人傳
566,哈大客運專線
567,漢磚瓦塊
568,自然科學研究
569,反文化運動
570,英國
571,郭沫若
572,轟炸機
573,小型雷達測距儀
574,義大利
575,中世紀的漢撒同盟時代
576,狀體
577,刺史
578,
579,至元二十九年
580,多數派
581,西伯利亞南部
582,陶瓷
583,1980年代
584,法國
585,密西西比
586,1997年
587,陸路有發達的驛道，主要遞送朝廷、郡縣的文書。早在成吉思汗時代，就在西域地區新添了許多驛站。著名的長春真人丘處機在興都庫什山[UNK]見元太祖成吉思汗時，即曾經過這些驛站
588,9年
589,[UNK]
590,1959年7月
591,101公里
592,國務院常務會議
593,低倍率
594,喬治亞共和國
595,1943年
596,全面性
597,頭先
598,
599,韓國
600,氯仿
601,土耳其裔
602,瀕危物種
603,越戰
604,專制權力
605,智慧地使用冷氣
606,全球氣候
607,金華
608,1928年
609,定向天線
610,笛卡爾
611,1897年
612,中山盛產海鹽
613,中國人民銀行籌備處
614,市場分析
615,滬寧鐵路上海站
616,2005年
617,家庭喜劇片
618,反對同性婚姻
619,
620,取消朱標的明興宗廟號
621,
622,史彌遠
623,自由民主黨
624,傳播色情
625,[UNK]
626,哈大客運專線
627,第五區
628,最古老的活躍軍事單位
629,1982年
630,漢武帝
631,以東地區
632,要求蘇方撤軍
633,巴黎聖母院
634,西方文明開始衝擊朝鮮半島
635,漢武帝
636,1936年
637,預言
638,非商用
639,五桂山
640,枇杷
641,嘉義市豎立了嘉義市
642,三級產業以43.2%領先製造業
643,29個
644,民國31年
645,10月16日
646,《名人傳
647,元音
648,第二次世界大戰
649,5000噸級
650,敘利亞
651,2015年年底前
652,古漢語
653,22年
654,皇帝
655,尼安三世
656,喜馬拉雅山脈
657,國府空軍機場
658,1955年
659,19世紀
660,油氣開發
661,
662,明孝宗
663,喀喇汗國
664,第一區
665,1925年
666,照射紫外線
667,九一八事變
668,春秋
669,對大自然的崇拜
670,閩江口
671,1899年
672,牟定縣
673,聖武記
674,中央窩
675,利奧三世
676,殖民主義
677,奧德
678,30米
679,
680,調動人民勞動的積極性
681,麥克萊倫
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,阿爾邁山礦泉
687,1848年
688,《臺灣府志》
689,義大利
690,第八位
691,決勝局開始
692,民國39年
693,北京郵票廠
694,聯邦黨和其政策
695,超新星
696,全斗煥
697,
698,[UNK]啦啦隊長
699,民法
700,382年
701,軍隊編制問題
702,沈葆楨
703,
704,1
705,何韻詩
706,1923年
707,畢達哥拉斯
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,比中果咖啡低
712,波斯之間長期扮演著一個交匯點。公元前2世紀，西漢的版圖向西擴張，導致與亞洲的希臘化文明接觸頻繁，當中特別是希臘-巴克特里亞王國
713,金礪
714,22條
715,公共健康與醫學領域
716,
717,1962年
718,洪武三十一年
719,國民黨
720,奧匈帝國
721,突厥汗國
722,白矮星
723,咖啡因
724,司馬元顯
725,線狀
726,漳州人
727,6個小時
728,1866年
729,分發式政策
730,
731,衛星電視是通過接收人造衛星轉播過來的電視訊號節目的電視廣播方式。衛星電視的傳輸過程一般為：通過衛星將地面基站發射的微波訊號遠距離傳輸
732,金正恩
733,第一
734,愛德華·懷克-史密斯
735,西班牙瓦倫西亞
736,1787年
737,元惠宗
738,
739,1898年
740,守舊派
741,新加坡
742,端敬王后
743,中生代
744,約瑟夫史達林
745,中國共產黨
746,從未修改國會選區
747,計劃生育
748,蘇聯
749,
750,
751,棕矮星
752,用來嚇阻鳥群的稻草人，是早期農村相當常見的景觀
753,推行反共政策
754,
755,寒溫帶針葉林帶
756,分子雲內部
757,漢人
758,君士坦丁堡城
759,1916年
760,1939年
761,東三省巡閱使
762,第一位造訪關島的歐洲人
763,1970年
764,麥迪遜分校
765,恢復期長且可能造成不良反應
766,樣磨汗
767,奢侈品
768,資格賽賽制
769,周劭綱
770,民國16年
771,公元前三世紀
772,三監之亂
773,周恩來
774,馬略
775,至元十三年
776,鬼魂
777,1970年代
778,圖西族
779,聖餐持紀念說
780,自殺
781,《三國史記》
782,地心說
783,長沙太守
784,溫度相同
785,2002年
786,
787,比利時
788,乙氧基乙烷
789,一起宇宙真理都可以通過觀察和歸納得到，這就是科學方法的基礎。亞里士多德的理論及著作對伊斯蘭世界及歐洲有深遠的影響，雖然有一些理論在科學革命中推翻
790,兄弟國的盟約
791,2011年
792,硫
793,1979年
794,義大利
795,
796,卡拉恰伊湖
797,趙昀
798,阿蘭王國
799,廣州
800,共和黨
801,百濟
802,二戰的爆發
803,1976年
804,公共租界
805,1949年
806,麻省理工學院
807,階級社會
808,1920年代
809,部隊局
810,1449年
811,1970年
812,隆武帝
813,海戰
814,趙光義
815,《斯納格的奇妙大陸》
816,雙汗制
817,23年
818,半軍事管制
819,國際奧委會
820,自轉
821,人文關懷
822,1956年
823,《產假和保護婦女兒童權利法》
824,民國前香港為革命基地
825,太平洋艦隊
826,韓國
827,人民頻繁的遷移
828,四世紀
829,境外節目，當局有一套嚴密的制度
830,保證共和派控制國民議會，阻止保王派復辟
831,英國
832,1927年
833,南陳
834,蘇區
835,捷運機場線等國際工程實施
836,格里曆就是依據最靠近地球的恆星，太陽
837,1940年
838,妖怪學
839,1987年
840,不就此限制收養
841,汾河
842,關漢卿
843,湯玉麟
844,陳平順
845,核心區域
846,厄德
847,整個站體都位於天橋上的車站
848,1955年
849,外蒙古等五國申請加入聯合國
850,新石器時代
851,足利義昭
852,北韓
853,德國人
854,2012年
855,羅馬帝國
856,
857,猶太人
858,遲了很久
859,1987年
860,韓國
861,
862,法國法官
863,法文老師
864,玻里尼西亞
865,馬麒
866,基因特質
867,印地語
868,焦爾達諾·布魯諾
869,江青
870,長高約八公分
871,宮口擴張期
872,民國42年
873,武漢、北京兩地辦學，具有四個相對獨立實體的特殊大學
874,中國科學技術大學副校長
875,咖啡因
876,狄奧多西
877,2000年6月
878,京釜高速線
879,美西戰爭
880,尊漢思想
881,德國
882,女祭司
883,供應服務過多
884,1910年革命
885,鎬京
886,士人
887,杜慧度
888,制憲改革
889,
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,2002年
894,大學
895,難以運用科學方法證明其真偽
896,國家安全局
897,冷戰時期
898,1989年
899,紅巨星
900,顯微注射
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,中國人民銀行成立後於1948年12月1日首次發行的貨幣，是中華人民共和國的法定貨幣
905,
906,德語聖經
907,使用精子庫
908,0.01%
909,作戰單位
910,
911,1950年代
912,文藝復興運動
913,性犯罪
914,文藝復興式
915,
916,1584年
917,1989年
918,西部魯爾區
919,柏林國際廣播電台
920,遙遠
921,11世紀
922,使郵驛通信十分有效地發揮效能
923,布里昂·維伯
924,
925,1949年
926,67個
927,
928,2000年
929,德國擁有的海軍武器、裝甲部隊和空軍
930,大慶油田
931,私立大學
932,3座
933,早期韓國華僑的聚集所在
934,後趙石勒
935,林紹良
936,李准
937,元音是韓語音節的中心，輔音只有和元音結合才能構成文字。韓語
938,
939,宋真宗
940,120%
941,利蘭·海沃德
942,6月
943,「由桃花石、契丹和喀喇汗國所構成
944,毅
945,路易十四
946,韓國
947,0.07個太陽質量
948,閩南人
949,民國28年
950,賀綠汀
951,公共汽車
952,核質
953,鴨巴甸
954,正教
955,八角鼓
956,
957,種植路旁的國槐上棲息大量灰喜鵲，行人至此常常「中彈」而得名，因避俗而用諧音字命名該道路為「天使」路。與該路交叉的位於第一教學樓後側的「勤奮路
958,1642年
959,成均館大學
960,拔都
961,阿根圖拉騰
962,芝大
963,輸送用機械
964,讓機槍的子彈能夠在轉動的螺旋槳間隙中射出，飛行員完全不用擔心子彈會與螺旋槳撞擊的危險，而機槍的設置位置能夠接近飛行員的瞄準線
965,紐格威森林
966,2012年
967,拿破崙
968,屋大維
969,97年
970,十字坐標
971,市場經濟
972,公元
973,亞歷山大六世
974,1870年
975,天安門廣場集會
976,20世紀60年代
977,1956年
978,一些國家採胡漢分治的制度
979,
980,趙翼
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國
988,打破香港華語片票房紀錄
989,內陸地區
990,國大黨
991,白[UNK]紀末期，被子植物已經成為許多地區的大型優勢植物，若以生物量計算，各地的優勢植物仍是蘇鐵、蕨類，直到白[UNK]紀
992,毒品
993,
994,1258年
995,元朝
996,1929年
997,1972年
998,木製帆船
999,西格里
1000,環保主義
1001,詹姆士·麥迪遜
1002,1946年
1003,蘇聯紅軍
1004,國家銀行有外匯帳戶
1005,1982年12月8日
1006,印第安納大學
1007,太陽
1008,修道主義
1009,法蘭西第五共和國建立時
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,紐約尼克
1015,蓋戳
1016,東校區
1017,100萬到1兆倍
1018,第二代戰鬥機
1019,漢人
1020,17日
1021,貴族等級制度
1022,工程化核酸酶
1023,伊薩克二世
1024,馬克西米安
1025,外部刺激
1026,
1027,牡丹社事件
1028,國民革命軍第十七軍在西京招待所扣押南京軍政大員
1029,為了躲避戰亂
1030,江東
1031,2.2億韓圓
1032,馬爾吉特
1033,落實外交政策
1034,1826年
1035,
1036,老三人團
1037,舊石器時代中期
1038,公元前1世紀
1039,荀子
1040,集團軍
1041,重慶公立法政專門學校
1042,
1043,屋大維
1044,韓語
1045,倫敦霍洛威
1046,張
1047,烏爾蘇拉
1048,1980年代
1049,印度洋
1050,維持現狀
1051,挪威
1052,南北戰爭
1053,以防法國駐軍得到支援
1054,南華縣
1055,威武陳
1056,李紳
1057,一種通常由架空高架電纜供電、電動機驅動，依賴固定軌道行駛的公共運輸工具
1058,帝位世襲
1059,1060公釐
1060,1939年
1061,陽原王
1062,荊州劉表
1063,荊湖占城行中書省，以阿里海牙
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,唐朝
1068,奧斯陸峽灣
1069,1920年
1070,硫
1071,模仿漢字的形聲造字原則
1072,44個縣
1073,1912年
1074,1627年
1075,環境污染
1076,阿內加達島
1077,唐生智
1078,夏季
1079,板橋地方法院
1080,馬克西米安
1081,6世紀
1082,24所
1083,甘肅省
1084,
1085,1所
1086,耶穌會
1087,一個
1088,
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,俗語
1092,張學良
1093,對牛羊的毒性較其它動物要大
1094,觀察使
1095,明朝
1096,1967年
1097,反潛
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,小河流
1102,二戰
1103,軍事改革
1104,南越國
1105,汗位取得不合法
1106,都洛
1107,莊士敦道
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,政府資助研究項目
1112,赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1846年
1116,日俄戰爭
1117,繆[UNK]，銅版畫家陳曉南
1118,官學
1119,
1120,阿拉伯半島
1121,
1122,印度的旁遮普邦
1123,下級附庸貴族
1124,五大老
1125,蒙聯軍
1126,尼古拉斯·尼葛洛龐帝
1127,慕容垂
1128,匯率波動頻繁
1129,教育產業化
1130,1992年
1131,美國、英國、法國及蘇聯的駐德部隊
1132,山東半島
1133,聖奧古斯丁
1134,
1135,弱勢群體
1136,大正天皇
1137,天使路
1138,中國歷代
1139,義輝
1140,民主黨因奴隸制度所造成的分裂
1141,精神醫學
1142,是印度教巴克提派的虔信運動和伊斯蘭教蘇菲派一神論的共同基礎上產生。創始人和關鍵人物：古魯·那奈克相信神委託他向人傳播新的救贖啟示，即所有人都應信奉真神
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,英國
1148,瑞士蘇黎世州發行地方郵票，分別以阿拉伯數字4和6為主圖案，這是世界第一套雙色郵票。1849年，法國
1149,七月初四
1150,英國
1151,76間
1152,民國19年
1153,50元
1154,中華民國在臺澎金馬舉行首次總統直選
1155,7局
1156,收割機
1157,七個
1158,周恩來
1159,卡加梅
1160,
1161,
1162,
1163,財務報表
1164,自然
1165,海軍少尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,敘利亞
1170,上海新移民
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,地球生態系統服務對人們的恩典
1174,希察克爾夏季音樂節
1175,滬昆高速公路
1176,第一產程，即宮口擴張期
1177,法國
1178,
1179,道本頓
1180,通州張家灣
1181,《大長今》
1182,《血盟救國軍軍歌》
1183,廣州
1184,靜脈
1185,為當時膝下無兒的拿破崙生下一個繼承人
1186,
1187,三年中每年都掩埋稻草，會讓稻田土壤有機質含量自2.1％增加至2.7％，同時田中的磷、鉀、鈣、鐵、矽含量也都會增加。世界上所有的種植稻都是亞洲栽培稻
1188,2010年臺北國際花卉博覽會」
1189,對明王朝的戰爭
1190,自由主義
1191,1874年
1192,衝動
1193,
1194,李克強
1195,河東道
1196,挑戰
1197,
1198,熱帶稀樹草原
1199,韓國
1200,代替太原綏靖公署職權
1201,
1202,46公里
1203,公元第二世紀
1204,學院
1205,八千多年
1206,吉隆坡
1207,1885年
1208,軍事防衛
1209,發展局
1210,最明亮極光卻位在赤道區域。埃歐本身沒有磁場
1211,北京電視台
1212,舟山縣
1213,十月革命
1214,英國
1215,美國大學協會
1216,公共教育經費
1217,王鐵漢
1218,開京
1219,美國大蕭條時期
1220,
1221,比薩人
1222,各種的組織
1223,
1224,全印穆斯林聯盟
1225,受通古斯人壓力
1226,喇嘛教
1227,古墳時代
1228,過渡區
1229,建設中國特色社會主義
1230,劉裕
1231,大公教會一詞可追溯至公元第二世紀的基督徒對基督教組織的習慣稱呼。教會一詞在這兒來說，和基督教會是相同的意思，但教會一詞的意思比較廣泛。在傳統基督教教會裡，這一詞則被借代為指會眾
1232,鮑德溫
1233,佛教
1234,世爵制度
1235,東歐
1236,臺北市
1237,鄧小平
1238,南斯拉夫
1239,武陵
1240,自然殺蟲劑
1241,宋朝的文化經濟中心，人口逾100萬
1242,自由韓國黨
1243,否決權
1244,上層學科認知科學
1245,積極進攻
1246,電極
1247,1898年
1248,義大利工業的代表
1249,火箭發動機
1250,連接子
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,1284年
1254,1948年12月1日
1255,
1256,土地稅法
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,繁衍後代所需基因物質產生的方式
1260,
1261,華南
1262,安德魯約翰遜
1263,普林斯頓大學
1264,8歲
1265,釣魚台國賓館
1266,伊達政宗
1267,量子物理學的進展
1268,
1269,美國聯邦儲備委員會
1270,希洛克勒斯
1271,班傑明·富蘭克林
1272,臺灣
1273,第二代
1274,明治維新
1275,北京市
1276,室溫
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭人
1281,907事件，1994年千島湖事件之後又趨惡化。1995年，前總統李登輝伉儷訪問美國；1996年3月，中華民國在臺澎金馬舉行首次總統直選。中國大陸對李登輝訪美
1282,英祖四年
